,Company,Company Description,Date Victimised,Number of Clicks,Status
155,mergerecords.com,"Merge Records was started in the summer of 1989 by Laura Ballance & Mac McCaughan, the same summer they formed the band Superchunk in Chapel Hill, North Carolina.",2023-10-14 10:11:00,5576,Published
156,senacrs.com.br,"Senac-RS. Cursos Livres. Capacitações em 18 áreas do conhecimento, com rápida inserção no mercado profissional. Saiba mais. Ensino Médio. Com metodologia integrada ao Técnico em Informática para Internet, o Ensino Médio Senac oportuniza uma vivência...",2023-10-14 10:17:00,12423,Published
157,qintess.com,Qintess digital transformation solutions take your business to where it needs to be. We start by understanding the essence of your business in-depth. The reasons for its success. Your vision for the future. The processes that are essential to your ef...,2023-10-14 10:17:00,14170,Published
158,newsupri.com.br,"A Newsupri é uma empresa especialista em prover soluções inovadoras em infraestrutura de TI. São 35 anos de inovação e experiência, atendendo a Região Nordeste através de um time com mais de 30 profissionais altamente qualificados.",2023-10-14 10:19:00,9473,Published
159,jhilburn.com,Company data leak,2023-10-14 10:13:00,6463,Published
160,grupomartex.com,"Martex is a leading international corporation that specializes in high-performance textile solutions for sports, military, police, ballistics and institutional/public sector markets. Our goal is to integrate solutions with the highest quality sta...",2023-10-14 10:14:00,6534,Published
161,purever.com,Data leak,2023-10-14 10:14:00,6322,Published
162,ylresin.com,"Yuen Liang Industrial & Co., Ltd. is an enterprise in Taiwan, China, with the main office in Kaohsiung City. The company operates in the Automobile Dealers sector. The company was established on January 13, 1976. Archive password is Yf$NBb",2023-10-14 10:14:00,25463,Published
163,iledefrance-nature.fr,"Dans le cadre de la création d’Île-de-France nature, le site internet est en cours de maintenance. Nous veillons à mettre à jour, dans les meilleurs délais, l’ensemble de ses contenus et vous remercions de votre compréhension",2023-10-14 10:15:00,8308,Published
164,apdparcel.com.au,South Australian oldest parcel delivery company,2023-10-14 10:16:00,7756,Published
165,decrolyamericano.edu.gt,"Colegio Decroly Americano (CDA) was established in 1993 as a private, bilingual (Spanish-English), co-educational, non-sectarian school, and is run by a Board of Directors. The school is authorized by the Guatemalan Ministry of Education and offers a...",2023-10-14 10:28:00,7462,Published
166,stockwellharris.com,"Since the law company stockwellharris.com refused to correct its mistakes and neglected the security of its clients' data, we publish a large number of legal data of this company. We recommend all partners and clients of this company to stop cooper...",2023-10-14 10:16:00,7990,Published
167,phitoformulas.com.br,"At Phito Formulas, we believe that taking care of your health is more than an obligation, it is a mission. Therefore, we work with dedication and commitment to offer the best compounded drugs on the market, always in compliance with ANVISA standards...",2023-10-14 10:16:00,8199,Published
168,macuspana.gob.mx,Cuenta oficial del Gobierno de Macuspana. H. Ayuntamiento Constitucional 2021-2024,2023-10-14 10:21:00,8896,Published
169,umchealth.com,"At United Medical Centers we continually strive to provide the highest quality, affordable, and accessible healthcare services to residents of Eagle Pass, Del Rio, Brackettville and surrounding communities. With nine (9) locations, we proudly serve t...",2023-10-14 10:17:00,14341,Published
170,sgl.co.th,Sumisho Global Logistics Co Ltd is a company that operates in the Logistics and Supply Chain industry.,2023-10-14 10:18:00,7684,Published
171,kriegerklatt.com,"Krieger Klatt Architects - Business Information Architecture, Engineering & Design · Michigan, United States ·",2023-10-14 10:21:00,7773,Published
172,mybps.us,"BPS Tax & Accounting Services - Business Information Accounting Services · Georgia, United States ·",2023-10-14 10:19:00,7479,Published
173,sfjazz.org,"SFJAZZ Center Media & Internet · California, United States · 99 Employees Founded in 1983, SFJAZZ is the largest nonprofit presenter of jazz and education programs in the western United States. SFJAZZ presents over 100 concerts a year to over 100...",2023-10-14 10:19:00,7448,Published
174,smart-swgcrc.org,"Smart-swgcrc.org Colleges & Universities · Mississippi, United States ·",2023-10-14 10:19:00,7485,Published
175,qbcqatar.com.qa,"Headquartered in Doha since 1971, Qatar Building Company (QBC) is comprised of three divisions: civil engineering, materials production and construction equipment. We maintain ""Grade A"" classifications in each contracting category of the Qatar Centra...",2023-10-14 10:20:00,8585,Published
176,leecorpinc.com,"We are dedicated to helping you realize your Florida Lifestyle dream. Since 1983, our family-owned business has been busy helping people find the perfect fit in South Florida Manufactured Housing. Download many private data.",2023-10-14 10:20:00,8544,Published
177,econsult.com,"Law Firms & Legal Services · Pennsylvania, United States ·",2023-10-14 10:20:00,8575,Published
178,luterkort.se,luterkort.se,2023-10-14 10:21:00,8787,Published
179,majan.com,Majan Printing and Packaging Company LLC,2023-10-14 10:21:00,8578,Published
180,rappenglitz.de,"Alles für die Messe: Rappenglitz Messebau ist Ihr internationaler und kompetenter Partner für Ausstellungen, Messestände, Markenbau",2023-10-14 10:21:00,8527,Published
181,stmarysschool.co.za,"St Mary's School, Waverley, is an independent Anglican school catering for girls from Grade 0 to matric. Little Saints, its pre-primary school",2023-10-14 10:24:00,8565,Published
182,meaf.com,MEAF Machines B.V. is your one-stop-shop manufacturer for sheet extrusion equipment for a wide variety of raw materials,2023-10-14 10:25:00,8331,Published
183,roxcel.com.tr,"Through a deep understanding of the pulp, paper, and board industries, ROXCEL delivers unbeatable service to partners across the entire business cycle.",2023-10-14 10:23:00,8122,Published
184,zaun.co.uk,"Zaun Ltd - expert mesh fencing manufacturers and fence designers. Our extensive range includes perimeter and security fencing, metal gates. zaunnet.local\zaunadmin:TriumphTR8",2023-10-14 10:23:00,10279,Published
185,difccourts.ae,"difccourts.ae The DIFC Courts are an independent English language common law judiciary, based in the Dubai International Financial Centre (DIFC) with jurisdiction governing civil and commercial disputes nationally, regionally and worldwide. The Cour...",2023-10-14 10:24:00,7741,Published
186,sekuro.com.tr,"Sekuro Plastik Ambalaj Sanayi A.S. produces and trades in various plastic packaging materials in Turkey. It offers PE air bubble films, such as standard bubble films, opaque protection products, and insulation products; PE shrink films; PE general pa...",2023-10-14 10:25:00,9929,Published
187,asfcustomers.com,"ASF is an indirect automobile financing source for a select number of vehicle dealers located in the Hampton Roads area of Virginia. Founded in 1998, we are a second generation controlled family operation that actually takes the time to listen to th...",2023-10-14 10:25:00,9860,Published
188,csem.qc.ca,1 part CSEM promotes and encourages the burial of cabled networks on the Montreal territory by associating with the City of Montreal and with numerous energy and telecommunications companies and providers.,2023-10-14 10:25:00,10371,Published
189,janus-engineering.com,"3part JANUS Engineering is the team of experts that loves a challenge. Where others see limits to what is possible, we create solutions for increased efficiency in the area of CAD / CAM / PLM. In over 30 years of actively using NX we have gathered a...",2023-10-14 10:26:00,9730,Published
190,janus-engineering.com,"2part JANUS Engineering is the team of experts that loves a challenge. Where others see limits to what is possible, we create solutions for increased efficiency in the area of CAD / CAM / PLM. In over 30 years of actively using NX we have gathered a...",2023-10-14 10:26:00,9554,Published
191,ricks-motorcycles.com,"Since about a quarter of a century Rick’s Motorcycles is engaged with making custom parts and customizing individual stock motorcycles. This makes the company not only one of the oldest Harley-Davidson customizers in Europe, but also is a credential...",2023-10-14 10:26:00,9301,Published
192,janus-engineering.com,"1part JANUS Engineering is the team of experts that loves a challenge. Where others see limits to what is possible, we create solutions for increased efficiency in the area of CAD / CAM / PLM. In over 30 years of actively using NX we have gathered a...",2023-10-14 10:27:00,9591,Published
193,octoso.de,Octoso GmbH is a professional Microsoft Dynamics partner and offers ERP and software solutions based on Microsoft Dynamics 365 Business Central.,2023-10-14 10:28:00,8975,Published
194,cbcstjohns.co.za,"CBC St John’s is an independent Catholic School for children aged 2 to Matric, in the Edmund Rice Tradition. As a Christian Brothers College, we are proud of our rich tradition and combine this with a contemporary academic vision of excellence, withi...",2023-10-14 10:28:00,9065,Published
